latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
52.17261,10.42132,301.95,2.19,1.44,2021-08-24,0054,A,21,6.1NRT,282.28,22.2,N
52.15966,10.41945,302.01,2.19,1.44,2021-08-24,0054,A,32,6.1NRT,283.31,22.66,N
52.16046,10.41502,303.7,2.19,1.44,2021-08-24,0054,A,56,6.1NRT,283.69,27.38,N
51.50495,7.19688,302.15,3.13,1.68,2021-08-24,0054,A,47,6.1NRT,283.05,39.33,N
44.49443,22.87674,312.5,1.37,1.16,2021-08-24,0056,A,85,6.1NRT,291,17.94,N
44.49117,22.89353,321.63,1.37,1.16,2021-08-24,0056,A,100,6.1NRT,291.07,31.03,N
44.48425,22.87328,302.34,1.37,1.16,2021-08-24,0056,A,48,6.1NRT,290.55,8.37,N
44.48101,22.8899,309.13,1.37,1.16,2021-08-24,0056,A,76,6.1NRT,290.42,15.21,N
42.94879,18.79228,314.88,1.04,1.02,2021-08-24,0056,A,90,6.1NRT,287.72,15.47,N
42.94678,18.80468,306.26,1.04,1.02,2021-08-24,0056,A,58,6.1NRT,288.34,8.7,N
42.94476,18.81709,310.71,1.04,1.02,2021-08-24,0056,A,81,6.1NRT,287.61,12.1,N
42.93983,18.7896,305.05,1.04,1.02,2021-08-24,0056,A,57,6.1NRT,288.52,7.85,N
42.91462,18.72266,300.34,1.04,1.02,2021-08-24,0056,A,25,6.1NRT,287.23,5.37,N
42.65461,19.29223,315.25,1.07,1.03,2021-08-24,0056,A,91,6.1NRT,286.08,16.42,N
42.65249,19.30503,309.59,1.07,1.03,2021-08-24,0056,A,78,6.1NRT,285.98,11.57,N
42.6434,19.3022,307.81,1.07,1.03,2021-08-24,0056,A,73,6.1NRT,286.92,10.7,N
42.65857,18.9229,301.35,1.05,1.02,2021-08-24,0056,A,34,6.1NRT,266.67,8.04,N
42.46167,19.59704,301.77,1.1,1.05,2021-08-24,0056,A,44,6.1NRT,291.74,5.21,N
42.64318,18.38218,309.17,1.03,1.01,2021-08-24,0056,A,68,6.1NRT,288.86,9.72,N
42.62938,18.35855,313.43,1.02,1.01,2021-08-24,0056,A,81,6.1NRT,290.69,12.17,N
42.62044,18.35606,327.8,1.02,1.01,2021-08-24,0056,A,100,6.1NRT,291.71,27.22,N
42.6185,18.36833,323,1.03,1.01,2021-08-24,0056,A,100,6.1NRT,292.01,21.32,N
42.61658,18.38046,306.8,1.03,1.01,2021-08-24,0056,A,64,6.1NRT,291.24,7.64,N
42.60765,18.37787,302.06,1.03,1.01,2021-08-24,0056,A,10,6.1NRT,290.21,4.82,N
42.60572,18.38997,303.31,1.03,1.01,2021-08-24,0056,A,25,6.1NRT,290.31,5.75,N
42.06734,20.20089,307.85,1.17,1.08,2021-08-24,0056,A,16,6.1NRT,291.45,9.21,N
42.06505,20.21378,326.46,1.17,1.08,2021-08-24,0056,A,100,6.1NRT,291.25,30.27,N
42.05793,20.19773,315.82,1.17,1.08,2021-08-24,0056,A,86,6.1NRT,292.45,16.61,N
42.04628,20.20713,310.04,1.17,1.08,2021-08-24,0056,A,23,6.1NRT,290.39,10.82,N
41.44975,21.94293,302.89,1.43,1.18,2021-08-24,0056,A,52,6.1NRT,289.64,10.42,N
41.18935,19.63674,304.65,1.14,1.07,2021-08-24,0056,A,61,6.1NRT,292.06,7.58,N
41.18707,19.6499,309.46,1.15,1.07,2021-08-24,0056,A,77,6.1NRT,293,11.32,N
43.29078,-8.91943,340.54,1.03,1.02,2021-08-24,0236,A,100,6.1NRT,294.26,47.36,N
43.28909,-8.9068,320.34,1.03,1.02,2021-08-24,0236,A,100,6.1NRT,291.71,19.97,N
43.28173,-8.92151,326.13,1.03,1.02,2021-08-24,0236,A,100,6.1NRT,290.82,26.73,N
43.28004,-8.90888,300.42,1.03,1.02,2021-08-24,0236,A,27,6.1NRT,288.8,5.13,N
41.51596,-8.17159,325.54,1,1,2021-08-24,0236,A,100,6.1NRT,295.29,22.41,N
41.51425,-8.1598,334.3,1,1,2021-08-24,0236,A,100,6.1NRT,295.68,33.72,N
41.12168,-7.0303,301.61,1.02,1.01,2021-08-24,0236,A,43,6.1NRT,291.52,4.67,N
41.18733,-8.00644,317.81,1,1,2021-08-24,0236,A,96,6.1NRT,294.28,15.34,N
41.1856,-7.99472,350.6,1,1,2021-08-24,0236,A,100,6.1NRT,299.07,63.33,N
51.03514,2.29187,304.57,1.48,1.2,2021-08-24,0234,A,61,6.1NRT,287.75,13.37,N
51.82999,34.70383,315.36,1.09,1.04,2021-08-24,0837,T,71,6.1NRT,292.44,10.41,D
51.8187,34.79771,314.81,1.09,1.04,2021-08-24,0837,T,73,6.1NRT,294.15,10.65,D
51.27554,33.829,310.38,1.14,1.06,2021-08-24,0837,T,30,6.1NRT,290.83,8.34,D
48.4436,33.52552,317.06,1.09,1.04,2021-08-24,0839,T,50,6.1NRT,301.16,6.99,D
48.44179,33.54016,346.99,1.09,1.04,2021-08-24,0839,T,93,6.1NRT,305.77,53.58,D
48.42559,32.9942,315.9,1.13,1.06,2021-08-24,0839,T,47,6.1NRT,302.23,5.44,D
48.4238,33.00926,320.07,1.13,1.06,2021-08-24,0839,T,71,6.1NRT,303.78,10.14,D
48.52332,31.29513,311.86,1.31,1.13,2021-08-24,0839,T,50,6.1NRT,298.84,6.46,D
48.55684,30.41914,313.68,1.43,1.18,2021-08-24,0839,T,49,6.1NRT,300.42,11.75,D
48.44034,29.55707,311.08,1.56,1.23,2021-08-24,0839,T,31,6.1NRT,297.2,9.18,D
47.74508,34.78888,354.01,1.02,1.01,2021-08-24,0839,T,97,6.1NRT,304.6,63.73,D
47.74324,34.80227,318.82,1.02,1.01,2021-08-24,0839,T,30,6.1NRT,302.97,7.19,D
47.73613,34.78627,334.72,1.02,1.01,2021-08-24,0839,T,85,6.1NRT,302.92,26.19,D
48.15711,30.8974,314.53,1.34,1.15,2021-08-24,0839,T,64,6.1NRT,301.14,10.89,D
47.87215,33.45303,317.18,1.08,1.04,2021-08-24,0839,T,61,6.1NRT,301.89,8.3,D
47.86996,33.39318,318.13,1.09,1.04,2021-08-24,0839,T,57,6.1NRT,303.48,9.65,D
47.53103,33.89345,322.98,1.05,1.02,2021-08-24,0839,T,71,6.1NRT,304.37,10.45,D
47.52927,33.9072,321.29,1.05,1.02,2021-08-24,0839,T,59,6.1NRT,302.95,8.83,D
47.97271,29.06792,311.14,1.63,1.26,2021-08-24,0839,T,56,6.1NRT,295.63,10.23,D
47.45532,33.76604,326.47,1.06,1.03,2021-08-24,0839,T,77,6.1NRT,305.16,13.37,D
47.45355,33.77987,324.32,1.05,1.03,2021-08-24,0839,T,74,6.1NRT,303.05,10.4,D
47.61926,32.32572,324.13,1.16,1.07,2021-08-24,0839,T,75,6.1NRT,301.05,17.94,D
47.44619,33.76356,321.97,1.06,1.03,2021-08-24,0839,T,70,6.1NRT,305.94,8.11,D
47.83098,30.23262,313.84,1.42,1.18,2021-08-24,0839,T,31,6.1NRT,299.29,9.33,D
47.80981,30.22838,312.7,1.42,1.18,2021-08-24,0839,T,43,6.1NRT,299.4,8.28,D
47.81784,29.54887,329.25,1.54,1.22,2021-08-24,0839,T,83,6.1NRT,298.24,44.23,D
47.69151,29.9434,311.42,1.46,1.2,2021-08-24,0839,T,31,6.1NRT,298.48,8.23,D
47.64404,29.82869,314.34,1.48,1.2,2021-08-24,0839,T,52,6.1NRT,299.05,10.87,D
47.64221,29.84839,320.59,1.48,1.2,2021-08-24,0839,T,73,6.1NRT,300.3,21.26,D
47.6116,30.05872,313.88,1.44,1.19,2021-08-24,0839,T,56,6.1NRT,299.28,12.11,D
47.60976,30.07816,312.06,1.44,1.19,2021-08-24,0839,T,46,6.1NRT,299.66,9.45,D
47.40349,31.88797,320.46,1.2,1.09,2021-08-24,0839,T,66,6.1NRT,302.59,12.97,D
47.09192,33.45091,325.06,1.07,1.03,2021-08-24,0839,T,67,6.1NRT,308.53,10.21,D
47.54755,29.13377,316.16,1.6,1.24,2021-08-24,0839,T,56,6.1NRT,298.02,15.38,D
47.46236,30.05541,313.05,1.44,1.19,2021-08-24,0839,T,19,6.1NRT,299.23,8.43,D
47.08274,33.44848,360.35,1.07,1.03,2021-08-24,0839,T,100,6.1NRT,309.36,80.1,D
47.08098,33.46235,339.51,1.07,1.03,2021-08-24,0839,T,87,6.1NRT,307.92,30.49,D
47.14854,30.56985,314.5,1.35,1.15,2021-08-24,0839,T,40,6.1NRT,301.04,6.23,D
46.6386,34.36753,320.69,1.02,1.01,2021-08-24,0839,T,63,6.1NRT,305.16,7.66,D
46.81861,31.83424,323.67,1.19,1.08,2021-08-24,0839,T,69,6.1NRT,306.22,10.4,D
46.60709,33.34812,333.77,1.06,1.03,2021-08-24,0839,T,83,6.1NRT,307.1,23.89,D
46.59967,33.332,411.9,1.06,1.03,2021-08-24,0839,T,100,6.1NRT,315.91,350.64,D
46.59793,33.34574,389.38,1.06,1.03,2021-08-24,0839,T,100,6.1NRT,314.11,200.08,D
46.59619,33.35946,334.68,1.06,1.03,2021-08-24,0839,T,82,6.1NRT,306.79,24.89,D
46.77711,31.76106,323.26,1.19,1.09,2021-08-24,0839,T,36,6.1NRT,307.91,6.87,D
46.59051,33.32962,379.03,1.06,1.03,2021-08-24,0839,T,100,6.1NRT,309.95,150.14,D
46.58877,33.34336,376.65,1.06,1.03,2021-08-24,0839,T,100,6.1NRT,309.62,139.71,D
46.76913,31.7433,326.41,1.2,1.09,2021-08-24,0839,T,74,6.1NRT,308.45,10.73,D
46.76741,31.75882,346.11,1.19,1.09,2021-08-24,0839,T,92,6.1NRT,308.67,50.08,D
46.58135,33.32724,334.31,1.06,1.03,2021-08-24,0839,T,81,6.1NRT,306.54,23.37,D
46.57961,33.34096,333.26,1.06,1.03,2021-08-24,0839,T,82,6.1NRT,306.99,21.74,D
46.74408,31.68355,385.52,1.2,1.09,2021-08-24,0839,T,100,6.1NRT,314.31,212.06,D
46.74231,31.69913,353.91,1.2,1.09,2021-08-24,0839,T,97,6.1NRT,312,71.98,D
43.21146,23.23844,310.94,3.03,1.66,2021-08-24,0839,T,52,6.1NRT,295.99,26.2,D
43.21258,23.23107,310.87,3.03,1.66,2021-08-24,0839,T,45,6.1NRT,296.03,23.93,D
38.47421,33.3101,322.6,1,1,2021-08-24,0841,T,46,6.1NRT,310.37,6.04,D
34.8693,25.70028,316.35,1.72,1.29,2021-08-24,0841,T,66,6.1NRT,305.85,25.81,D
40.5458,26.8613,313.43,4.44,1.94,2021-08-24,1024,A,49,6.1NRT,298.17,53.09,D
40.54716,26.85792,312.17,4.44,1.94,2021-08-24,1024,A,34,6.1NRT,298.07,43.54,D
44.54519,27.36695,318.83,3.13,1.68,2021-08-24,1026,A,60,6.1NRT,301.94,40.35,D
45.59552,28.93125,320.4,2.4,1.49,2021-08-24,1026,A,53,6.1NRT,303.85,24.25,D
45.58846,28.90203,332.81,2.41,1.5,2021-08-24,1026,A,83,6.1NRT,303.42,77.98,D
46.57701,33.33582,339.83,1.36,1.15,2021-08-24,1026,A,88,6.1NRT,309.35,50.24,D
46.8538,32.93276,328.38,1.4,1.17,2021-08-24,1026,A,77,6.1NRT,306.91,20.54,D
47.07933,33.44588,323.74,1.31,1.14,2021-08-24,1026,A,55,6.1NRT,305.73,12.14,D
46.77869,31.75538,331.55,1.59,1.24,2021-08-24,1026,A,80,6.1NRT,307.98,32.25,D
46.77868,31.74821,329.42,1.59,1.24,2021-08-24,1026,A,68,6.1NRT,307.28,26.21,D
46.82091,31.83815,341.31,1.57,1.24,2021-08-24,1026,A,89,6.1NRT,309.02,61.75,D
46.81678,31.81834,326.77,1.58,1.24,2021-08-24,1026,A,75,6.1NRT,307.7,21.35,D
47.32714,33.53904,321.32,1.29,1.13,2021-08-24,1026,A,35,6.1NRT,300.87,13.76,D
47.0072,31.42907,328.2,1.63,1.26,2021-08-24,1026,A,78,6.1NRT,306.14,28.72,D
47.01802,31.42413,322.79,1.63,1.26,2021-08-24,1026,A,70,6.1NRT,305.97,17.95,D
47.6263,34.31514,322.86,1.19,1.08,2021-08-24,1026,A,57,6.1NRT,303.73,13.08,D
47.61171,33.38522,319.88,1.29,1.13,2021-08-24,1026,A,64,6.1NRT,305.34,10.26,D
47.80686,33.92338,326.16,1.22,1.1,2021-08-24,1026,A,76,6.1NRT,306.19,17.06,D
47.80397,33.90765,319.3,1.22,1.1,2021-08-24,1026,A,48,6.1NRT,304.34,8.03,D
47.46339,31.91932,316.06,1.5,1.21,2021-08-24,1026,A,44,6.1NRT,304.4,10.81,D
47.98028,34.60868,313.45,1.15,1.07,2021-08-24,1026,A,28,6.1NRT,299.34,7.3,D
47.86612,33.45506,316.73,1.26,1.12,2021-08-24,1026,A,49,6.1NRT,303.22,9.1,D
47.25153,30.30409,320.74,1.82,1.32,2021-08-24,1026,A,72,6.1NRT,298.62,27.05,D
47.24652,30.28152,336.99,1.83,1.32,2021-08-24,1026,A,88,6.1NRT,302.73,77.6,D
47.24136,30.25828,314.93,1.83,1.33,2021-08-24,1026,A,37,6.1NRT,299.95,14.96,D
47.45258,30.06638,316.02,1.85,1.33,2021-08-24,1026,A,36,6.1NRT,301.81,14.57,D
47.45369,30.01382,317.22,1.86,1.33,2021-08-24,1026,A,44,6.1NRT,301.9,18.07,D
47.45733,30.05953,314.62,1.85,1.33,2021-08-24,1026,A,34,6.1NRT,299.86,13.44,D
47.44677,30.01265,317,1.86,1.33,2021-08-24,1026,A,60,6.1NRT,301.58,18.18,D
48.48215,34.9767,326.27,1.1,1.05,2021-08-24,1026,A,73,6.1NRT,305.92,17.17,D
47.56513,30.26234,329.37,1.8,1.31,2021-08-24,1026,A,82,6.1NRT,300.17,50.82,D
47.56013,30.23951,316.93,1.8,1.32,2021-08-24,1026,A,68,6.1NRT,301.36,19.83,D
46.9427,27.41262,314.78,2.62,1.55,2021-08-24,1026,A,66,6.1NRT,294.15,36.87,D
46.9346,27.37984,323.53,2.63,1.56,2021-08-24,1026,A,78,6.1NRT,294.75,69.12,D
48.05426,32.42547,317.41,1.38,1.16,2021-08-24,1026,A,52,6.1NRT,301.77,13.45,D
46.94765,27.40315,340.14,2.62,1.55,2021-08-24,1026,A,85,6.1NRT,294.52,162.72,D
46.9392,27.36967,336,2.63,1.56,2021-08-24,1026,A,76,6.1NRT,295.36,134.84,D
47.60861,30.08126,338.62,1.83,1.32,2021-08-24,1026,A,89,6.1NRT,301.99,83.59,D
47.60336,30.05753,318.98,1.83,1.33,2021-08-24,1026,A,72,6.1NRT,300.11,25.62,D
47.50754,29.6292,309.76,1.94,1.36,2021-08-24,1026,A,45,6.1NRT,297.13,12.07,D
47.77492,30.6205,334.12,1.7,1.28,2021-08-24,1026,A,86,6.1NRT,306.3,56.85,D
47.77167,30.61746,331.4,1.7,1.28,2021-08-24,1026,A,75,6.1NRT,307.33,50.06,D
48.59696,34.66962,316.95,1.12,1.05,2021-08-24,1026,A,55,6.1NRT,302.88,8.43,D
48.59439,34.6549,325.83,1.12,1.05,2021-08-24,1026,A,77,6.1NRT,301.14,19.39,D
47.40056,28.6946,310.19,2.18,1.43,2021-08-24,1026,A,45,6.1NRT,296.39,14.07,D
47.39424,28.66769,314.83,2.19,1.43,2021-08-24,1026,A,66,6.1NRT,296.16,26.29,D
47.54162,29.12971,324.92,2.05,1.39,2021-08-24,1026,A,79,6.1NRT,298.73,45.61,D
47.53572,29.10383,313.75,2.06,1.4,2021-08-24,1026,A,50,6.1NRT,298.29,15.07,D
47.54292,29.12171,328.59,2.05,1.39,2021-08-24,1026,A,83,6.1NRT,298.39,59.1,D
48.03228,31.22251,319.72,1.57,1.23,2021-08-24,1026,A,57,6.1NRT,301.11,18.38,D
47.6431,29.32713,318.08,1.99,1.38,2021-08-24,1026,A,72,6.1NRT,301.11,26.76,D
48.41974,33.00349,318.15,1.29,1.13,2021-08-24,1026,A,61,6.1NRT,304.6,8.62,D
48.42948,32.99912,327.82,1.29,1.13,2021-08-24,1026,A,79,6.1NRT,304.16,23.49,D
48.14736,30.97771,313.65,1.6,1.25,2021-08-24,1026,A,48,6.1NRT,302.03,10.7,D
48.19233,31.02343,316.64,1.59,1.24,2021-08-24,1026,A,56,6.1NRT,302.45,14.73,D
48.79425,33.44478,322.81,1.22,1.1,2021-08-24,1026,A,75,6.1NRT,304.35,16.09,D
48.79131,33.42872,327.87,1.22,1.1,2021-08-24,1026,A,80,6.1NRT,304.44,23.6,D
47.97527,29.04831,309.69,2.01,1.38,2021-08-24,1026,A,54,6.1NRT,294.54,14.81,D
47.97702,29.04326,308.93,2.01,1.38,2021-08-24,1026,A,47,6.1NRT,294.35,12.44,D
49.38147,32.10677,326.39,1.33,1.14,2021-08-24,1026,A,80,6.1NRT,298.14,26.26,D
49.0879,29.75092,311.96,1.73,1.29,2021-08-24,1026,A,55,6.1NRT,293.42,15.65,D
58.48665,33.47612,304.4,1,1,2021-08-24,1028,A,0,6.1NRT,277.42,7.24,D
54.48253,16.73907,308.7,1.06,1.03,2021-08-24,1015,T,67,6.1NRT,294.06,6.96,D
52.70214,14.23153,305.75,1.01,1,2021-08-24,1017,T,59,6.1NRT,288.61,4.55,D
52.64152,14.20068,309.45,1.01,1,2021-08-24,1017,T,49,6.1NRT,289.6,8.26,D
51.48568,6.7089,319.99,1.4,1.17,2021-08-24,1017,T,0,6.1NRT,294.43,23.28,D
51.48375,6.72902,321.46,1.4,1.17,2021-08-24,1017,T,0,6.1NRT,293.88,24.63,D
51.36164,6.71527,310.48,1.4,1.17,2021-08-24,1017,T,57,6.1NRT,297.2,10.02,D
51.17735,3.80222,310.22,1.9,1.35,2021-08-24,1017,T,48,6.1NRT,295.56,15.77,D
51.17155,3.82139,311.34,1.89,1.34,2021-08-24,1017,T,64,6.1NRT,295.03,19.99,D
51.03797,2.3003,311.39,2.24,1.45,2021-08-24,1017,T,0,6.1NRT,294.33,21.87,D
49.35243,6.75189,310.14,1.31,1.14,2021-08-24,1017,T,63,6.1NRT,298.72,9.33,D
49.2411,6.84766,310.83,1.3,1.13,2021-08-24,1017,T,61,6.1NRT,294.61,10.86,D
44.62428,24.07512,311.4,3.97,1.85,2021-08-24,1017,T,58,6.1NRT,294.48,38.13,D
44.6193,24.06749,310.61,3.97,1.85,2021-08-24,1017,T,50,6.1NRT,294.55,33.84,D
44.60624,24.11432,310.42,4,1.86,2021-08-24,1017,T,51,6.1NRT,294.3,34.11,D
43.4046,23.99676,315.2,4.31,1.92,2021-08-24,1019,T,63,6.1NRT,299.39,41.08,D
43.39032,24.04666,318.15,4.34,1.92,2021-08-24,1019,T,69,6.1NRT,298.87,66.82,D
45.92736,12.65,311.26,1.06,1.03,2021-08-24,1019,T,66,6.1NRT,298.37,6.53,D
43.38889,24.03883,319.01,4.34,1.92,2021-08-24,1019,T,70,6.1NRT,298.78,74.07,D
45.55414,13.74723,313.08,1.15,1.07,2021-08-24,1019,T,46,6.1NRT,298.36,5.09,D
42.31919,23.80206,311.75,4.57,1.96,2021-08-24,1019,T,14,6.1NRT,298.84,47.94,D
44.61533,11.66533,313.62,1.03,1.02,2021-08-24,1019,T,64,6.1NRT,291.32,8.58,D
42.94554,18.80291,311.8,2.32,1.47,2021-08-24,1019,T,48,6.1NRT,289.4,24.05,D
44.24569,11.99682,315.62,1.06,1.03,2021-08-24,1019,T,72,6.1NRT,299.88,7.3,D
42.65656,19.28089,318.77,2.52,1.53,2021-08-24,1019,T,63,6.1NRT,293.88,48.39,D
42.64972,19.3096,326.82,2.53,1.53,2021-08-24,1019,T,81,6.1NRT,294,79.58,D
42.74262,18.79713,312.18,2.35,1.48,2021-08-24,1019,T,54,6.1NRT,296.15,18.72,D
42.56117,19.46511,310.32,2.6,1.55,2021-08-24,1019,T,48,6.1NRT,294.48,23.98,D
42.63932,18.36618,348.15,2.23,1.45,2021-08-24,1019,T,94,6.1NRT,298.86,163.1,D
42.6325,18.33668,314.28,2.23,1.45,2021-08-24,1019,T,28,6.1NRT,297.7,16.16,D
42.62685,18.36092,337.84,2.23,1.45,2021-08-24,1019,T,89,6.1NRT,298.58,102.6,D
42.54046,18.72871,313.7,2.36,1.48,2021-08-24,1019,T,59,6.1NRT,294.91,26.87,D
42.53333,18.75883,310.78,2.37,1.49,2021-08-24,1019,T,31,6.1NRT,294.59,18.26,D
42.64113,18.36189,344.03,2.23,1.45,2021-08-24,1019,T,92,6.1NRT,298.55,138.1,D
42.63558,18.38638,319.45,2.24,1.45,2021-08-24,1019,T,72,6.1NRT,298.92,31.61,D
42.62877,18.3561,337.54,2.23,1.45,2021-08-24,1019,T,89,6.1NRT,298.27,103.46,D
42.53737,18.75569,312.27,2.37,1.49,2021-08-24,1019,T,57,6.1NRT,294.84,24.1,D
